"State","Date","Sex.Group","Age.Group","Number","Percent","Source"
"North Carolina",2015-12-31,"Male","21-24",3289,NA,"UCLA Records"
"North Carolina",2015-12-31,"Male","25-29",5293,NA,"UCLA Records"
"North Carolina",2015-12-31,"Male","30-34",5232,NA,"UCLA Records"
"North Carolina",2015-12-31,"Male","35-39",5088,NA,"UCLA Records"
"North Carolina",2015-12-31,"Male","40-44",4093,NA,"UCLA Records"
"North Carolina",2015-12-31,"Male","45-49",3725,NA,"UCLA Records"
"North Carolina",2015-12-31,"Male","50-54",3043,NA,"UCLA Records"
"North Carolina",2015-12-31,"Male","55-59",1916,NA,"UCLA Records"
"North Carolina",2015-12-31,"Male","60-64",1031,NA,"UCLA Records"
"North Carolina",2015-12-31,"Male","65+",850,NA,"UCLA Records"
"North Carolina",2016-06-30,"Female","0-20",55,NA,"UCLA Records"
"North Carolina",2016-06-30,"Female","21-24",244,NA,"UCLA Records"
"North Carolina",2016-06-30,"Female","25-29",510,NA,"UCLA Records"
"North Carolina",2016-06-30,"Female","30-34",502,NA,"UCLA Records"
"North Carolina",2016-06-30,"Female","35-39",435,NA,"UCLA Records"
"North Carolina",2016-06-30,"Female","40-44",355,NA,"UCLA Records"
"North Carolina",2016-06-30,"Female","45-49",318,NA,"UCLA Records"
"North Carolina",2016-06-30,"Female","50-54",233,NA,"UCLA Records"
"North Carolina",2016-06-30,"Female","55-59",118,NA,"UCLA Records"
"North Carolina",2016-06-30,"Female","60-64",45,NA,"UCLA Records"
"North Carolina",2016-06-30,"Female","65+",129,NA,"UCLA Records"
"North Carolina",2016-06-30,"Male","0-20",986,NA,"UCLA Records"
"North Carolina",2016-06-30,"Male","21-24",3218,NA,"UCLA Records"
"North Carolina",2016-06-30,"Male","25-29",5350,NA,"UCLA Records"
"North Carolina",2016-06-30,"Male","30-34",5260,NA,"UCLA Records"
"North Carolina",2016-06-30,"Male","35-39",5093,NA,"UCLA Records"
"North Carolina",2016-06-30,"Male","40-44",3987,NA,"UCLA Records"
"North Carolina",2016-06-30,"Male","45-49",3742,NA,"UCLA Records"
"North Carolina",2016-06-30,"Male","50-54",3041,NA,"UCLA Records"
"North Carolina",2016-06-30,"Male","55-59",1971,NA,"UCLA Records"
"North Carolina",2016-06-30,"Male","60-64",1066,NA,"UCLA Records"
"North Carolina",2016-06-30,"Male","65+",876,NA,"UCLA Records"
"North Carolina",2016-12-31,"Female","0-20",58,NA,"UCLA Records"
"North Carolina",2016-12-31,"Female","21-24",236,NA,"UCLA Records"
"North Carolina",2016-12-31,"Female","25-29",499,NA,"UCLA Records"
"North Carolina",2016-12-31,"Female","30-34",506,NA,"UCLA Records"
"North Carolina",2016-12-31,"Female","35-39",440,NA,"UCLA Records"
"North Carolina",2016-12-31,"Female","40-44",343,NA,"UCLA Records"
"North Carolina",2016-12-31,"Female","45-49",319,NA,"UCLA Records"
"North Carolina",2016-12-31,"Female","50-54",207,NA,"UCLA Records"
"North Carolina",2016-12-31,"Female","55-59",120,NA,"UCLA Records"
"North Carolina",2016-12-31,"Female","60-64",54,NA,"UCLA Records"
"North Carolina",2016-12-31,"Female","65+",174,NA,"UCLA Records"
"North Carolina",2016-12-31,"Male","0-20",943,NA,"UCLA Records"
"North Carolina",2016-12-31,"Male","21-24",2906,NA,"UCLA Records"
"North Carolina",2016-12-31,"Male","25-29",5173,NA,"UCLA Records"
"North Carolina",2016-12-31,"Male","30-34",5028,NA,"UCLA Records"
"North Carolina",2016-12-31,"Male","35-39",5056,NA,"UCLA Records"
"North Carolina",2016-12-31,"Male","40-44",3907,NA,"UCLA Records"
"North Carolina",2016-12-31,"Male","45-49",3682,NA,"UCLA Records"
"North Carolina",2016-12-31,"Male","50-54",2926,NA,"UCLA Records"
"North Carolina",2016-12-31,"Male","55-59",1991,NA,"UCLA Records"
"North Carolina",2016-12-31,"Male","60-64",1099,NA,"UCLA Records"
"North Carolina",2016-12-31,"Male","65+",912,NA,"UCLA Records"
"North Carolina",2017-06-30,"Female","0-20",70,NA,"UCLA Records"
"North Carolina",2017-06-30,"Female","21-24",230,NA,"UCLA Records"
"North Carolina",2017-06-30,"Female","25-29",486,NA,"UCLA Records"
"North Carolina",2017-06-30,"Female","30-34",576,NA,"UCLA Records"
"North Carolina",2017-06-30,"Female","35-39",461,NA,"UCLA Records"
"North Carolina",2017-06-30,"Female","40-44",336,NA,"UCLA Records"
"North Carolina",2017-06-30,"Female","45-49",328,NA,"UCLA Records"
"North Carolina",2017-06-30,"Female","50-54",231,NA,"UCLA Records"
"North Carolina",2017-06-30,"Female","55-59",124,NA,"UCLA Records"
"North Carolina",2017-06-30,"Female","60-64",56,NA,"UCLA Records"
"North Carolina",2017-06-30,"Female","65+",203,NA,"UCLA Records"
"North Carolina",2017-06-30,"Male","0-20",1025,NA,"UCLA Records"
"North Carolina",2017-06-30,"Male","21-24",2909,NA,"UCLA Records"
"North Carolina",2017-06-30,"Male","25-29",5491,NA,"UCLA Records"
"North Carolina",2017-06-30,"Male","30-34",5120,NA,"UCLA Records"
"North Carolina",2017-06-30,"Male","35-39",5198,NA,"UCLA Records"
"North Carolina",2017-06-30,"Male","40-44",3966,NA,"UCLA Records"
"North Carolina",2017-06-30,"Male","45-49",3711,NA,"UCLA Records"
"North Carolina",2017-06-30,"Male","50-54",2963,NA,"UCLA Records"
"North Carolina",2017-06-30,"Male","55-59",2106,NA,"UCLA Records"
"North Carolina",2017-06-30,"Male","60-64",1116,NA,"UCLA Records"
"North Carolina",2017-06-30,"Male","65+",947,NA,"UCLA Records"
"North Carolina",2017-12-31,"Female","0-20",66,NA,"UCLA Records"
"North Carolina",2017-12-31,"Female","21-24",244,NA,"UCLA Records"
"North Carolina",2017-12-31,"Female","25-29",495,NA,"UCLA Records"
"North Carolina",2017-12-31,"Female","30-34",585,NA,"UCLA Records"
"North Carolina",2017-12-31,"Female","35-39",470,NA,"UCLA Records"
"North Carolina",2017-12-31,"Female","40-44",363,NA,"UCLA Records"
"North Carolina",2017-12-31,"Female","45-49",310,NA,"UCLA Records"
"North Carolina",2017-12-31,"Female","50-54",228,NA,"UCLA Records"
"North Carolina",2017-12-31,"Female","55-59",116,NA,"UCLA Records"
"North Carolina",2017-12-31,"Female","60-64",57,NA,"UCLA Records"
"North Carolina",2017-12-31,"Female","65+",121,NA,"UCLA Records"
"North Carolina",2017-12-31,"Male","0-20",1017,NA,"UCLA Records"
"North Carolina",2017-12-31,"Male","21-24",2721,NA,"UCLA Records"
"North Carolina",2017-12-31,"Male","25-29",5333,NA,"UCLA Records"
"North Carolina",2017-12-31,"Male","30-34",5037,NA,"UCLA Records"
"North Carolina",2017-12-31,"Male","35-39",5160,NA,"UCLA Records"
"North Carolina",2017-12-31,"Male","40-44",4086,NA,"UCLA Records"
"North Carolina",2017-12-31,"Male","45-49",3681,NA,"UCLA Records"
"North Carolina",2017-12-31,"Male","50-54",2941,NA,"UCLA Records"
"North Carolina",2017-12-31,"Male","55-59",2132,NA,"UCLA Records"
"North Carolina",2017-12-31,"Male","60-64",1201,NA,"UCLA Records"
"North Carolina",2017-12-31,"Male","65+",976,NA,"UCLA Records"
"North Carolina",2018-06-30,"Female","0-20",69,NA,"UCLA Records"
"North Carolina",2018-06-30,"Female","21-24",226,NA,"UCLA Records"
"North Carolina",2018-06-30,"Female","25-29",512,NA,"UCLA Records"
"North Carolina",2018-06-30,"Female","30-34",586,NA,"UCLA Records"
"North Carolina",2018-06-30,"Female","35-39",487,NA,"UCLA Records"
"North Carolina",2018-06-30,"Female","40-44",373,NA,"UCLA Records"
"North Carolina",2018-06-30,"Female","45-49",283,NA,"UCLA Records"
"North Carolina",2018-06-30,"Female","50-54",207,NA,"UCLA Records"
"North Carolina",2018-06-30,"Female","55-59",127,NA,"UCLA Records"
"North Carolina",2018-06-30,"Female","60-64",62,NA,"UCLA Records"
"North Carolina",2018-06-30,"Female","65+",174,NA,"UCLA Records"
"North Carolina",2018-06-30,"Male","0-20",995,NA,"UCLA Records"
"North Carolina",2018-06-30,"Male","21-24",2618,NA,"UCLA Records"
"North Carolina",2018-06-30,"Male","25-29",5239,NA,"UCLA Records"
"North Carolina",2018-06-30,"Male","30-34",5055,NA,"UCLA Records"
"North Carolina",2018-06-30,"Male","35-39",5136,NA,"UCLA Records"
"North Carolina",2018-06-30,"Male","40-44",4119,NA,"UCLA Records"
"North Carolina",2018-06-30,"Male","45-49",3610,NA,"UCLA Records"
"North Carolina",2018-06-30,"Male","50-54",2986,NA,"UCLA Records"
"North Carolina",2018-06-30,"Male","55-59",2142,NA,"UCLA Records"
"North Carolina",2018-06-30,"Male","60-64",1218,NA,"UCLA Records"
"North Carolina",2018-06-30,"Male","65+",1019,NA,"UCLA Records"
"North Carolina",2018-12-31,"Female","0-20",49,NA,"UCLA Records"
"North Carolina",2018-12-31,"Female","21-24",187,NA,"UCLA Records"
"North Carolina",2018-12-31,"Female","25-29",478,NA,"UCLA Records"
"North Carolina",2018-12-31,"Female","30-34",595,NA,"UCLA Records"
"North Carolina",2018-12-31,"Female","35-39",478,NA,"UCLA Records"
"North Carolina",2018-12-31,"Female","40-44",362,NA,"UCLA Records"
"North Carolina",2018-12-31,"Female","45-49",288,NA,"UCLA Records"
"North Carolina",2018-12-31,"Female","50-54",213,NA,"UCLA Records"
"North Carolina",2018-12-31,"Female","55-59",126,NA,"UCLA Records"
"North Carolina",2018-12-31,"Female","60-64",54,NA,"UCLA Records"
"North Carolina",2018-12-31,"Female","65+",196,NA,"UCLA Records"
"North Carolina",2018-12-31,"Male","0-20",834,NA,"UCLA Records"
"North Carolina",2018-12-31,"Male","21-24",2328,NA,"UCLA Records"
"North Carolina",2018-12-31,"Male","25-29",4849,NA,"UCLA Records"
"North Carolina",2018-12-31,"Male","30-34",5001,NA,"UCLA Records"
"North Carolina",2018-12-31,"Male","35-39",4952,NA,"UCLA Records"
"North Carolina",2018-12-31,"Male","40-44",4016,NA,"UCLA Records"
"North Carolina",2018-12-31,"Male","45-49",3615,NA,"UCLA Records"
"North Carolina",2018-12-31,"Male","50-54",2864,NA,"UCLA Records"
"North Carolina",2018-12-31,"Male","55-59",2152,NA,"UCLA Records"
"North Carolina",2018-12-31,"Male","60-64",1218,NA,"UCLA Records"
"North Carolina",2018-12-31,"Male","65+",1052,NA,"UCLA Records"
"North Carolina",2019-06-30,"Female","0-20",52,NA,"UCLA Records"
"North Carolina",2019-06-30,"Female","21-24",179,NA,"UCLA Records"
"North Carolina",2019-06-30,"Female","25-29",505,NA,"UCLA Records"
"North Carolina",2019-06-30,"Female","30-34",606,NA,"UCLA Records"
"North Carolina",2019-06-30,"Female","35-39",516,NA,"UCLA Records"
"North Carolina",2019-06-30,"Female","40-44",384,NA,"UCLA Records"
"North Carolina",2019-06-30,"Female","45-49",257,NA,"UCLA Records"
"North Carolina",2019-06-30,"Female","50-54",202,NA,"UCLA Records"
"North Carolina",2019-06-30,"Female","55-59",144,NA,"UCLA Records"
"North Carolina",2019-06-30,"Female","60-64",70,NA,"UCLA Records"
"North Carolina",2019-06-30,"Female","65+",168,NA,"UCLA Records"
"North Carolina",2019-06-30,"Male","0-20",859,NA,"UCLA Records"
"North Carolina",2019-06-30,"Male","21-24",2342,NA,"UCLA Records"
"North Carolina",2019-06-30,"Male","25-29",4741,NA,"UCLA Records"
"North Carolina",2019-06-30,"Male","30-34",5074,NA,"UCLA Records"
"North Carolina",2019-06-30,"Male","35-39",4987,NA,"UCLA Records"
"North Carolina",2019-06-30,"Male","40-44",4027,NA,"UCLA Records"
"North Carolina",2019-06-30,"Male","45-49",3554,NA,"UCLA Records"
"North Carolina",2019-06-30,"Male","50-54",2941,NA,"UCLA Records"
"North Carolina",2019-06-30,"Male","55-59",2228,NA,"UCLA Records"
"North Carolina",2019-06-30,"Male","60-64",1250,NA,"UCLA Records"
"North Carolina",2019-06-30,"Male","65+",1095,NA,"UCLA Records"
"North Carolina",2019-12-31,"Female","0-20",90,NA,"UCLA Records"
"North Carolina",2019-12-31,"Female","21-24",175,NA,"UCLA Records"
"North Carolina",2019-12-31,"Female","25-29",469,NA,"UCLA Records"
"North Carolina",2019-12-31,"Female","30-34",499,NA,"UCLA Records"
"North Carolina",2019-12-31,"Female","35-39",487,NA,"UCLA Records"
"North Carolina",2019-12-31,"Female","40-44",397,NA,"UCLA Records"
"North Carolina",2019-12-31,"Female","45-49",279,NA,"UCLA Records"
"North Carolina",2019-12-31,"Female","50-54",216,NA,"UCLA Records"
"North Carolina",2019-12-31,"Female","55-59",128,NA,"UCLA Records"
"North Carolina",2019-12-31,"Female","60-64",66,NA,"UCLA Records"
"North Carolina",2019-12-31,"Female","65+",192,NA,"UCLA Records"
"North Carolina",2019-12-31,"Male","0-20",777,NA,"UCLA Records"
"North Carolina",2019-12-31,"Male","21-24",2160,NA,"UCLA Records"
"North Carolina",2019-12-31,"Male","25-29",4419,NA,"UCLA Records"
"North Carolina",2019-12-31,"Male","30-34",4936,NA,"UCLA Records"
"North Carolina",2019-12-31,"Male","35-39",4826,NA,"UCLA Records"
"North Carolina",2019-12-31,"Male","40-44",4040,NA,"UCLA Records"
"North Carolina",2019-12-31,"Male","45-49",3497,NA,"UCLA Records"
"North Carolina",2019-12-31,"Male","50-54",2902,NA,"UCLA Records"
"North Carolina",2019-12-31,"Male","55-59",2241,NA,"UCLA Records"
"North Carolina",2019-12-31,"Male","60-64",1279,NA,"UCLA Records"
"North Carolina",2019-12-31,"Male","65+",1129,NA,"UCLA Records"
"North Carolina",2020-06-30,"Female","0-20",36,NA,"UCLA Records"
"North Carolina",2020-06-30,"Female","21-24",121,NA,"UCLA Records"
"North Carolina",2020-06-30,"Female","25-29",366,NA,"UCLA Records"
"North Carolina",2020-06-30,"Female","30-34",434,NA,"UCLA Records"
"North Carolina",2020-06-30,"Female","35-39",422,NA,"UCLA Records"
"North Carolina",2020-06-30,"Female","40-44",349,NA,"UCLA Records"
"North Carolina",2020-06-30,"Female","45-49",238,NA,"UCLA Records"
"North Carolina",2020-06-30,"Female","50-54",201,NA,"UCLA Records"
"North Carolina",2020-06-30,"Female","55-59",139,NA,"UCLA Records"
"North Carolina",2020-06-30,"Female","60-64",71,NA,"UCLA Records"
"North Carolina",2020-06-30,"Female","65+",200,NA,"UCLA Records"
"North Carolina",2020-06-30,"Male","0-20",607,NA,"UCLA Records"
"North Carolina",2020-06-30,"Male","21-24",1843,NA,"UCLA Records"
"North Carolina",2020-06-30,"Male","25-29",3904,NA,"UCLA Records"
"North Carolina",2020-06-30,"Male","30-34",4449,NA,"UCLA Records"
"North Carolina",2020-06-30,"Male","35-39",4369,NA,"UCLA Records"
"North Carolina",2020-06-30,"Male","40-44",3843,NA,"UCLA Records"
"North Carolina",2020-06-30,"Male","45-49",3253,NA,"UCLA Records"
"North Carolina",2020-06-30,"Male","50-54",2756,NA,"UCLA Records"
"North Carolina",2020-06-30,"Male","55-59",2101,NA,"UCLA Records"
"North Carolina",2020-06-30,"Male","60-64",1244,NA,"UCLA Records"
"North Carolina",2020-06-30,"Male","65+",1136,NA,"UCLA Records"
"North Carolina",2020-12-31,"Female","0-20",22,NA,"UCLA Records"
"North Carolina",2020-12-31,"Female","21-24",125,NA,"UCLA Records"
"North Carolina",2020-12-31,"Female","25-29",317,NA,"UCLA Records"
"North Carolina",2020-12-31,"Female","30-34",391,NA,"UCLA Records"
"North Carolina",2020-12-31,"Female","35-39",361,NA,"UCLA Records"
"North Carolina",2020-12-31,"Female","40-44",327,NA,"UCLA Records"
"North Carolina",2020-12-31,"Female","45-49",232,NA,"UCLA Records"
"North Carolina",2020-12-31,"Female","50-54",178,NA,"UCLA Records"
"North Carolina",2020-12-31,"Female","55-59",119,NA,"UCLA Records"
"North Carolina",2020-12-31,"Female","60-64",61,NA,"UCLA Records"
"North Carolina",2020-12-31,"Female","65+",225,NA,"UCLA Records"
"North Carolina",2020-12-31,"Male","0-20",531,NA,"UCLA Records"
"North Carolina",2020-12-31,"Male","21-24",1702,NA,"UCLA Records"
"North Carolina",2020-12-31,"Male","25-29",3477,NA,"UCLA Records"
"North Carolina",2020-12-31,"Male","30-34",4176,NA,"UCLA Records"
"North Carolina",2020-12-31,"Male","35-39",4091,NA,"UCLA Records"
"North Carolina",2020-12-31,"Male","40-44",3805,NA,"UCLA Records"
"North Carolina",2020-12-31,"Male","45-49",3055,NA,"UCLA Records"
"North Carolina",2020-12-31,"Male","50-54",2662,NA,"UCLA Records"
"North Carolina",2020-12-31,"Male","55-59",2021,NA,"UCLA Records"
"North Carolina",2020-12-31,"Male","60-64",1235,NA,"UCLA Records"
"North Carolina",2020-12-31,"Male","65+",1121,NA,"UCLA Records"
"North Carolina",2021-05-31,"Female","0-20",37,NA,"UCLA Records"
"North Carolina",2021-05-31,"Female","21-24",125,NA,"UCLA Records"
"North Carolina",2021-05-31,"Female","25-29",279,NA,"UCLA Records"
"North Carolina",2021-05-31,"Female","30-34",405,NA,"UCLA Records"
"North Carolina",2021-05-31,"Female","35-39",363,NA,"UCLA Records"
"North Carolina",2021-05-31,"Female","40-44",326,NA,"UCLA Records"
"North Carolina",2021-05-31,"Female","45-49",221,NA,"UCLA Records"
"North Carolina",2021-05-31,"Female","50-54",172,NA,"UCLA Records"
"North Carolina",2021-05-31,"Female","55-59",118,NA,"UCLA Records"
"North Carolina",2021-05-31,"Female","60-64",64,NA,"UCLA Records"
"North Carolina",2021-05-31,"Female","65+",174,NA,"UCLA Records"
"North Carolina",2021-05-31,"Male","0-20",459,NA,"UCLA Records"
"North Carolina",2021-05-31,"Male","21-24",1657,NA,"UCLA Records"
"North Carolina",2021-05-31,"Male","25-29",3334,NA,"UCLA Records"
"North Carolina",2021-05-31,"Male","30-34",4144,NA,"UCLA Records"
"North Carolina",2021-05-31,"Male","35-39",4025,NA,"UCLA Records"
"North Carolina",2021-05-31,"Male","40-44",3759,NA,"UCLA Records"
"North Carolina",2021-05-31,"Male","45-49",2977,NA,"UCLA Records"
"North Carolina",2021-05-31,"Male","50-54",2640,NA,"UCLA Records"
"North Carolina",2021-05-31,"Male","55-59",1987,NA,"UCLA Records"
"North Carolina",2021-05-31,"Male","60-64",1233,NA,"UCLA Records"
"North Carolina",2021-05-31,"Male","65+",1146,NA,"UCLA Records"
