"State","Date","Sex.Group","Age.Group","Number","Percent","Source"
"Nevada",2020-06-30,"Female","75+",1,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.FY20.pdf"
"Nevada",2019-06-30,"Male","24 and under",1257,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2019-06-30,"Male","25-34",3701,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2019-06-30,"Male","35-44",3185,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2019-06-30,"Male","45-54",2128,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2019-06-30,"Male","55-64",1349,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2019-06-30,"Male","65-74",410,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2019-06-30,"Male","75+",97,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2019-06-30,"Female","24 and under",92,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2019-06-30,"Female","25-34",505,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2019-06-30,"Female","35-44",405,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2019-06-30,"Female","45-54",194,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2019-06-30,"Female","55-64",83,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2019-06-30,"Female","65-74",15,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2019-06-30,"Female","75+",3,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Quarterly_Reports_by_Fiscal_Year/SS.QIVFY19.pdf"
"Nevada",2018-06-30,"Male","24 and under",1336,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2018-06-30,"Male","25-34",3856,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2018-06-30,"Male","35-44",3231,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2018-06-30,"Male","45-54",2280,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2018-06-30,"Male","55-64",1328,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2018-06-30,"Male","65-74",423,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2018-06-30,"Male","75+",58,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2018-06-30,"Female","24 and under",114,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2018-06-30,"Female","25-34",490,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2018-06-30,"Female","35-44",337,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2018-06-30,"Female","45-54",223,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2018-06-30,"Female","55-64",80,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2018-06-30,"Female","65-74",17,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2018-06-30,"Female","75+",2,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.QIV.FY18_rev.pdf"
"Nevada",2021-06-30,"Male","24 and under",924,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
"Nevada",2021-06-30,"Male","25-34",2959,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
"Nevada",2021-06-30,"Male","35-44",2823,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
"Nevada",2021-06-30,"Male","45-54",1647,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
"Nevada",2021-06-30,"Male","55-64",1139,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
"Nevada",2021-06-30,"Male","65-74",383,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
"Nevada",2021-06-30,"Male","75+",91,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
"Nevada",2021-06-30,"Female","24 and under",56,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
"Nevada",2021-06-30,"Female","25-34",315,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
"Nevada",2021-06-30,"Female","35-44",307,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
"Nevada",2021-06-30,"Female","45-54",138,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
"Nevada",2021-06-30,"Female","55-64",72,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
"Nevada",2021-06-30,"Female","65-74",20,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
"Nevada",2021-06-30,"Female","75+",2,NA,"https://doc.nv.gov/uploadedFiles/docnvgov/content/About/Statistics/Annual_Abstracts_by_Fiscal_Year/SS.Q4FY21.pdf"
