"State","Date","Sex.Group","Age.Group","Number","Percent","Source"
"New York","2020-09-01","Male","0-20",536,NA,"https://doccs.ny.gov/system/files/documents/2021/12/september-1-2020-inmate-profile-report.pdf"
"New York","2020-09-01","Male","21-24",2410,NA,"https://doccs.ny.gov/system/files/documents/2021/12/september-1-2020-inmate-profile-report.pdf"
"New York","2020-09-01","Male","25-29",5350,NA,"https://doccs.ny.gov/system/files/documents/2021/12/september-1-2020-inmate-profile-report.pdf"
"New York","2020-09-01","Male","30-34",5788,NA,"https://doccs.ny.gov/system/files/documents/2021/12/september-1-2020-inmate-profile-report.pdf"
"New York","2020-09-01","Male","35-39",5270,NA,"https://doccs.ny.gov/system/files/documents/2021/12/september-1-2020-inmate-profile-report.pdf"
"New York","2020-09-01","Male","40-44",4520,NA,"https://doccs.ny.gov/system/files/documents/2021/12/september-1-2020-inmate-profile-report.pdf"
"New York","2020-09-01","Male","45-49",3347,NA,"https://doccs.ny.gov/system/files/documents/2021/12/september-1-2020-inmate-profile-report.pdf"
"New York","2020-09-01","Male","50-54",3053,NA,"https://doccs.ny.gov/system/files/documents/2021/12/september-1-2020-inmate-profile-report.pdf"
"New York","2020-09-01","Male","55-59",2531,NA,"https://doccs.ny.gov/system/files/documents/2021/12/september-1-2020-inmate-profile-report.pdf"
"New York","2020-09-01","Male","60-64",1519,NA,"https://doccs.ny.gov/system/files/documents/2021/12/september-1-2020-inmate-profile-report.pdf"
"New York","2020-09-01","Male","65+",1038,NA,"https://doccs.ny.gov/system/files/documents/2021/12/september-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Female","0-20",19,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Female","21-24",96,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Female","25-29",240,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Female","30-34",269,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Female","35-39",252,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Female","40-44",181,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Female","45-49",121,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Female","50-54",118,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Female","55-59",80,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Female","60-64",42,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Female","65+",28,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Male","0-20",557,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Male","21-24",2492,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Male","25-29",5440,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Male","30-34",5913,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Male","35-39",5361,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Male","40-44",4552,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Male","45-49",3405,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Male","50-54",3110,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Male","55-59",2574,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Male","60-64",1522,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-08-01","Male","65+",1049,NA,"https://doccs.ny.gov/system/files/documents/2021/12/august-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Female","0-20",19,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Female","21-24",95,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Female","25-29",263,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Female","30-34",286,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Female","35-39",259,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Female","40-44",184,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Female","45-49",124,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Female","50-54",120,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Female","55-59",83,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Female","60-64",42,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Female","65+",28,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Male","0-20",622,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Male","21-24",2596,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Male","25-29",5624,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Male","30-34",6074,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Male","35-39",5479,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Male","40-44",4598,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Male","45-49",3455,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Male","50-54",3189,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Male","55-59",2609,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Male","60-64",1531,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-07-01","Male","65+",1056,NA,"https://doccs.ny.gov/system/files/documents/2021/12/july-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Female","0-20",20,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Female","21-24",106,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Female","25-29",270,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Female","30-34",302,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Female","35-39",259,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Female","40-44",188,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Female","45-49",127,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Female","50-54",119,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Female","55-59",90,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Female","60-64",39,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Female","65+",29,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Male","0-20",673,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Male","21-24",2705,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Male","25-29",5813,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Male","30-34",6209,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Male","35-39",5636,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Male","40-44",4667,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Male","45-49",3534,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Male","50-54",3254,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Male","55-59",2654,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Male","60-64",1557,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-06-01","Male","65+",1069,NA,"https://doccs.ny.gov/system/files/documents/2021/12/june-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Female","0-20",23,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Female","21-24",116,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Female","25-29",288,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Female","30-34",311,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Female","35-39",274,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Female","40-44",200,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Female","45-49",132,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Female","50-54",129,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Female","55-59",95,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Female","60-64",40,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Female","65+",30,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Male","0-20",723,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Male","21-24",2872,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Male","25-29",6033,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Male","30-34",6413,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Male","35-39",5816,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Male","40-44",4779,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Male","45-49",3607,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Male","50-54",3357,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Male","55-59",2685,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Male","60-64",1575,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-05-01","Male","65+",1081,NA,"https://doccs.ny.gov/system/files/documents/2021/12/may-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Female","0-20",26,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Female","21-24",136,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Female","25-29",308,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Female","30-34",352,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Female","35-39",303,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Female","40-44",200,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Female","45-49",148,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Female","50-54",136,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Female","55-59",94,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Female","60-64",46,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Female","65+",29,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Male","0-20",785,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Male","21-24",3016,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Male","25-29",6330,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Male","30-34",6659,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Male","35-39",6037,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Male","40-44",4889,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Male","45-49",3726,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Male","50-54",3448,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Male","55-59",2758,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Male","60-64",1616,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-04-01","Male","65+",1099,NA,"https://doccs.ny.gov/system/files/documents/2021/12/april-1-2020-inmate-profile-report.pdf"
"New York","2020-03-01","Female","0-20",28,NA,"https://doccs.ny.gov/system/files/documents/2021/12/march-1-2020-inmate-profile-report.pdf"
"New York","2020-03-01","Female","21-24",142,NA,"https://doccs.ny.gov/system/files/documents/2021/12/march-1-2020-inmate-profile-report.pdf"
