"State","Date","Sex.Group","Age.Group","Number","Percent","Source"
"Texas",2017-07-01,"Female","21-24",733,NA,"UCLA Records"
"Texas",2017-07-01,"Female","25-29",2035,NA,"UCLA Records"
"Texas",2017-07-01,"Female","30-34",2313,NA,"UCLA Records"
"Texas",2017-07-01,"Female","35-39",2213,NA,"UCLA Records"
"Texas",2017-07-01,"Female","40-44",1460,NA,"UCLA Records"
"Texas",2017-07-01,"Female","45-49",1290,NA,"UCLA Records"
"Texas",2017-07-01,"Female","50-54",957,NA,"UCLA Records"
"Texas",2017-07-01,"Female","55-59",644,NA,"UCLA Records"
"Texas",2017-07-01,"Female","60-64",262,NA,"UCLA Records"
"Texas",2017-07-01,"Female","65+",173,NA,"UCLA Records"
"Texas",2017-07-01,"Male","0-20",1261,NA,"UCLA Records"
"Texas",2017-07-01,"Male","21-24",9378,NA,"UCLA Records"
"Texas",2017-07-01,"Male","25-29",19831,NA,"UCLA Records"
"Texas",2017-07-01,"Male","30-34",20681,NA,"UCLA Records"
"Texas",2017-07-01,"Male","35-39",20453,NA,"UCLA Records"
"Texas",2017-07-01,"Male","40-44",16140,NA,"UCLA Records"
"Texas",2017-07-01,"Male","45-49",14017,NA,"UCLA Records"
"Texas",2017-07-01,"Male","50-54",12183,NA,"UCLA Records"
"Texas",2017-07-01,"Male","55-59",9707,NA,"UCLA Records"
"Texas",2017-07-01,"Male","60-64",5559,NA,"UCLA Records"
"Texas",2017-07-01,"Male","65+",4363,NA,"UCLA Records"
"Texas",2019-01-01,"Female","0-20",91,NA,"UCLA Records"
"Texas",2019-01-01,"Female","21-24",631,NA,"UCLA Records"
"Texas",2019-01-01,"Female","25-29",1766,NA,"UCLA Records"
"Texas",2019-01-01,"Female","30-34",2371,NA,"UCLA Records"
"Texas",2019-01-01,"Female","35-39",2342,NA,"UCLA Records"
"Texas",2019-01-01,"Female","40-44",1689,NA,"UCLA Records"
"Texas",2019-01-01,"Female","45-49",1282,NA,"UCLA Records"
"Texas",2019-01-01,"Female","50-54",989,NA,"UCLA Records"
"Texas",2019-01-01,"Female","55-59",615,NA,"UCLA Records"
"Texas",2019-01-01,"Female","60-64",334,NA,"UCLA Records"
"Texas",2019-01-01,"Female","65+",175,NA,"UCLA Records"
"Texas",2019-01-01,"Male","0-20",1075,NA,"UCLA Records"
"Texas",2019-01-01,"Male","21-24",8514,NA,"UCLA Records"
"Texas",2019-01-01,"Male","25-29",18546,NA,"UCLA Records"
"Texas",2019-01-01,"Male","30-34",20655,NA,"UCLA Records"
"Texas",2019-01-01,"Male","35-39",20461,NA,"UCLA Records"
"Texas",2019-01-01,"Male","40-44",17197,NA,"UCLA Records"
"Texas",2019-01-01,"Male","45-49",13879,NA,"UCLA Records"
"Texas",2019-01-01,"Male","50-54",11786,NA,"UCLA Records"
"Texas",2019-01-01,"Male","55-59",9878,NA,"UCLA Records"
"Texas",2019-01-01,"Male","60-64",6149,NA,"UCLA Records"
"Texas",2019-01-01,"Male","65+",4977,NA,"UCLA Records"
"Texas",2019-07-01,"Female","0-20",95,NA,"UCLA Records"
"Texas",2019-07-01,"Female","21-24",617,NA,"UCLA Records"
"Texas",2019-07-01,"Female","25-29",1662,NA,"UCLA Records"
"Texas",2019-07-01,"Female","30-34",2319,NA,"UCLA Records"
"Texas",2019-07-01,"Female","35-39",2268,NA,"UCLA Records"
"Texas",2019-07-01,"Female","40-44",1679,NA,"UCLA Records"
"Texas",2019-07-01,"Female","45-49",1226,NA,"UCLA Records"
"Texas",2019-07-01,"Female","50-54",970,NA,"UCLA Records"
"Texas",2019-07-01,"Female","55-59",639,NA,"UCLA Records"
"Texas",2019-07-01,"Female","60-64",343,NA,"UCLA Records"
"Texas",2019-07-01,"Female","65+",173,NA,"UCLA Records"
"Texas",2019-07-01,"Male","0-20",1054,NA,"UCLA Records"
"Texas",2019-07-01,"Male","21-24",8126,NA,"UCLA Records"
"Texas",2019-07-01,"Male","25-29",17625,NA,"UCLA Records"
"Texas",2019-07-01,"Male","30-34",20200,NA,"UCLA Records"
"Texas",2019-07-01,"Male","35-39",20063,NA,"UCLA Records"
"Texas",2019-07-01,"Male","40-44",17233,NA,"UCLA Records"
"Texas",2019-07-01,"Male","45-49",13546,NA,"UCLA Records"
"Texas",2019-07-01,"Male","50-54",11602,NA,"UCLA Records"
"Texas",2019-07-01,"Male","55-59",9804,NA,"UCLA Records"
"Texas",2019-07-01,"Male","60-64",6220,NA,"UCLA Records"
"Texas",2019-07-01,"Male","65+",5096,NA,"UCLA Records"
"Texas",2020-06-01,"Female","0-20",54,NA,"UCLA Records"
"Texas",2020-06-01,"Female","21-24",464,NA,"UCLA Records"
"Texas",2020-06-01,"Female","25-29",1245,NA,"UCLA Records"
"Texas",2020-06-01,"Female","30-34",1673,NA,"UCLA Records"
"Texas",2020-06-01,"Female","35-39",1702,NA,"UCLA Records"
"Texas",2020-06-01,"Female","40-44",1399,NA,"UCLA Records"
"Texas",2020-06-01,"Female","45-49",945,NA,"UCLA Records"
"Texas",2020-06-01,"Female","50-54",811,NA,"UCLA Records"
"Texas",2020-06-01,"Female","55-59",541,NA,"UCLA Records"
"Texas",2020-06-01,"Female","60-64",302,NA,"UCLA Records"
"Texas",2020-06-01,"Female","65+",167,NA,"UCLA Records"
"Texas",2020-06-01,"Male","0-20",697,NA,"UCLA Records"
"Texas",2020-06-01,"Male","21-24",6653,NA,"UCLA Records"
"Texas",2020-06-01,"Male","25-29",14585,NA,"UCLA Records"
"Texas",2020-06-01,"Male","30-34",17723,NA,"UCLA Records"
"Texas",2020-06-01,"Male","35-39",17768,NA,"UCLA Records"
"Texas",2020-06-01,"Male","40-44",16204,NA,"UCLA Records"
"Texas",2020-06-01,"Male","45-49",12463,NA,"UCLA Records"
"Texas",2020-06-01,"Male","50-54",10680,NA,"UCLA Records"
"Texas",2020-06-01,"Male","55-59",9182,NA,"UCLA Records"
"Texas",2020-06-01,"Male","60-64",6150,NA,"UCLA Records"
"Texas",2020-06-01,"Male","65+",5182,NA,"UCLA Records"
"Texas",2021-01-01,"Female","0-20",114,NA,"UCLA Records"
"Texas",2021-01-01,"Female","21-24",532,NA,"UCLA Records"
"Texas",2021-01-01,"Female","25-29",1256,NA,"UCLA Records"
"Texas",2021-01-01,"Female","30-34",1543,NA,"UCLA Records"
"Texas",2021-01-01,"Female","35-39",1507,NA,"UCLA Records"
"Texas",2021-01-01,"Female","40-44",1247,NA,"UCLA Records"
"Texas",2021-01-01,"Female","45-49",826,NA,"UCLA Records"
"Texas",2021-01-01,"Female","50-54",713,NA,"UCLA Records"
"Texas",2021-01-01,"Female","55-59",459,NA,"UCLA Records"
"Texas",2021-01-01,"Female","60-64",260,NA,"UCLA Records"
"Texas",2021-01-01,"Female","65+",140,NA,"UCLA Records"
"Texas",2021-01-01,"Male","0-20",1504,NA,"UCLA Records"
"Texas",2021-01-01,"Male","21-24",7257,NA,"UCLA Records"
"Texas",2021-01-01,"Male","25-29",14286,NA,"UCLA Records"
"Texas",2021-01-01,"Male","30-34",16723,NA,"UCLA Records"
"Texas",2021-01-01,"Male","35-39",16620,NA,"UCLA Records"
"Texas",2021-01-01,"Male","40-44",14929,NA,"UCLA Records"
"Texas",2021-01-01,"Male","45-49",11585,NA,"UCLA Records"
"Texas",2021-01-01,"Male","50-54",9818,NA,"UCLA Records"
"Texas",2021-01-01,"Male","55-59",8319,NA,"UCLA Records"
"Texas",2021-01-01,"Male","60-64",5438,NA,"UCLA Records"
"Texas",2021-01-01,"Male","65+",4465,NA,"UCLA Records"
"Texas",2021-06-01,"Female","0-20",104,NA,"UCLA Records"
"Texas",2021-06-01,"Female","21-24",535,NA,"UCLA Records"
"Texas",2021-06-01,"Female","25-29",1244,NA,"UCLA Records"
"Texas",2021-06-01,"Female","30-34",1611,NA,"UCLA Records"
"Texas",2021-06-01,"Female","35-39",1591,NA,"UCLA Records"
"Texas",2021-06-01,"Female","40-44",1281,NA,"UCLA Records"
"Texas",2021-06-01,"Female","45-49",827,NA,"UCLA Records"
"Texas",2021-06-01,"Female","50-54",720,NA,"UCLA Records"
"Texas",2021-06-01,"Female","55-59",478,NA,"UCLA Records"
"Texas",2021-06-01,"Female","60-64",253,NA,"UCLA Records"
"Texas",2021-06-01,"Female","65+",142,NA,"UCLA Records"
"Texas",2021-06-01,"Male","0-20",1430,NA,"UCLA Records"
"Texas",2021-06-01,"Male","21-24",7047,NA,"UCLA Records"
"Texas",2021-06-01,"Male","25-29",13884,NA,"UCLA Records"
"Texas",2021-06-01,"Male","30-34",16588,NA,"UCLA Records"
"Texas",2021-06-01,"Male","35-39",16290,NA,"UCLA Records"
"Texas",2021-06-01,"Male","40-44",14920,NA,"UCLA Records"
"Texas",2021-06-01,"Male","45-49",11470,NA,"UCLA Records"
"Texas",2021-06-01,"Male","50-54",9639,NA,"UCLA Records"
"Texas",2021-06-01,"Male","55-59",8145,NA,"UCLA Records"
"Texas",2021-06-01,"Male","60-64",5440,NA,"UCLA Records"
"Texas",2021-06-01,"Male","65+",4500,NA,"UCLA Records"
"Texas",2022-02-01,"Female","0-20",106,NA,"UCLA Records"
"Texas",2022-02-01,"Female","21-24",504,NA,"UCLA Records"
"Texas",2022-02-01,"Female","25-29",1192,NA,"UCLA Records"
"Texas",2022-02-01,"Female","30-34",1593,NA,"UCLA Records"
"Texas",2022-02-01,"Female","35-39",1582,NA,"UCLA Records"
"Texas",2022-02-01,"Female","40-44",1286,NA,"UCLA Records"
"Texas",2022-02-01,"Female","45-49",848,NA,"UCLA Records"
"Texas",2022-02-01,"Female","50-54",724,NA,"UCLA Records"
"Texas",2022-02-01,"Female","55-59",478,NA,"UCLA Records"
"Texas",2022-02-01,"Female","60-64",266,NA,"UCLA Records"
"Texas",2022-02-01,"Female","65+",155,NA,"UCLA Records"
"Texas",2022-02-01,"Male","0-20",1326,NA,"UCLA Records"
"Texas",2022-02-01,"Male","21-24",6818,NA,"UCLA Records"
"Texas",2022-02-01,"Male","25-29",13569,NA,"UCLA Records"
"Texas",2022-02-01,"Male","30-34",16582,NA,"UCLA Records"
"Texas",2022-02-01,"Male","35-39",16621,NA,"UCLA Records"
"Texas",2022-02-01,"Male","40-44",15221,NA,"UCLA Records"
"Texas",2022-02-01,"Male","45-49",11502,NA,"UCLA Records"
"Texas",2022-02-01,"Male","50-54",9646,NA,"UCLA Records"
"Texas",2022-02-01,"Male","55-59",8089,NA,"UCLA Records"
"Texas",2022-02-01,"Male","60-64",5486,NA,"UCLA Records"
"Texas",2022-02-01,"Male","65+",4683,NA,"UCLA Records"
