"State","Date","Age.Group","Number","Percent","Source"
"California",2018-07-01,"25-29",20673,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-07-01,"30-34",19932,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-07-01,"35-39",18908,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-07-01,"40-44",14897,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-07-01,"45-49",12537,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-07-01,"50-54",10818,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-07-01,"55-59",9151,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-07-01,"60-64",5446,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-07-01,"65+",4877,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-08-01,"18-24",12011,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-08-01,"25-29",20603,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-08-01,"30-34",19935,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-08-01,"35-39",18857,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-08-01,"40-44",14871,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-08-01,"45-49",12478,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-08-01,"50-54",10820,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-08-01,"55-59",9118,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-08-01,"60-64",5497,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-08-01,"65+",4918,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-09-01,"18-24",11756,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-09-01,"25-29",20485,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-09-01,"30-34",19885,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-09-01,"35-39",18871,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-09-01,"40-44",14879,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-09-01,"45-49",12409,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-09-01,"50-54",10848,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-09-01,"55-59",9089,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-09-01,"60-64",5559,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-09-01,"65+",4943,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-10-01,"18-24",11644,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-10-01,"25-29",20519,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-10-01,"30-34",19831,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-10-01,"35-39",18859,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-10-01,"40-44",14883,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-10-01,"45-49",12395,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-10-01,"50-54",10786,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-10-01,"55-59",9089,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-10-01,"60-64",5553,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-10-01,"65+",5013,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-11-01,"18-24",11551,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-11-01,"25-29",20424,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-11-01,"30-34",19813,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-11-01,"35-39",18903,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-11-01,"40-44",14884,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-11-01,"45-49",12309,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-11-01,"50-54",10684,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-11-01,"55-59",9043,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-11-01,"60-64",5564,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-11-01,"65+",5053,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-12-01,"18-24",11410,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-12-01,"25-29",20380,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-12-01,"30-34",19774,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-12-01,"35-39",18756,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-12-01,"40-44",14779,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-12-01,"45-49",12247,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-12-01,"50-54",10639,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-12-01,"55-59",9071,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-12-01,"60-64",5581,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2018-12-01,"65+",5072,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/201812_DataPoints.pdf"
"California",2014-12-01,"18-24",16198,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2014-12-01,"25-29",20657,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2014-12-01,"30-34",21045,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2014-12-01,"35-39",18249,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2014-12-01,"40-44",15485,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2014-12-01,"45-49",14043,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2014-12-01,"50-54",12582,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2014-12-01,"55-59",8233,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2014-12-01,"60-64",4211,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2014-12-01,"65+",3730,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2015-12-01,"18-24",14633,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2015-12-01,"25-29",19868,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2015-12-01,"30-34",19795,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2015-12-01,"35-39",17822,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2015-12-01,"40-44",14359,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2015-12-01,"45-49",12994,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2015-12-01,"50-54",11719,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2015-12-01,"55-59",8210,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2015-12-01,"60-64",4447,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2015-12-01,"65+",3969,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2016-12-01,"18-24",13722,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2016-12-01,"25-29",20531,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2016-12-01,"30-34",19862,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2016-12-01,"35-39",18545,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2016-12-01,"40-44",14611,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2016-12-01,"45-49",12796,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2016-12-01,"50-54",11454,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2016-12-01,"55-59",8733,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2016-12-01,"60-64",4857,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2016-12-01,"65+",4305,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/06/DataPoints_122016.pdf"
"California",2019-01-01,"18-24",11156,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-01-01,"25-29",20201,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-01-01,"30-34",19636,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-01-01,"35-39",18602,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-01-01,"40-44",14741,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-01-01,"45-49",12172,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-01-01,"50-54",10551,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-01-01,"55-59",9077,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-01-01,"60-64",5599,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-01-01,"65+",5101,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-02-01,"18-24",11284,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-02-01,"25-29",20147,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-02-01,"30-34",19579,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-02-01,"35-39",18497,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-02-01,"40-44",14716,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-02-01,"45-49",12132,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-02-01,"50-54",10522,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-02-01,"55-59",9036,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-02-01,"60-64",5581,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-02-01,"65+",5043,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-03-01,"18-24",11465,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-03-01,"25-29",20188,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-03-01,"30-34",19601,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-03-01,"35-39",18517,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-03-01,"40-44",14667,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-03-01,"45-49",12074,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-03-01,"50-54",10489,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-03-01,"55-59",8981,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-03-01,"60-64",5556,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-03-01,"65+",5021,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-04-01,"18-24",10404,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-04-01,"25-29",19877,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-04-01,"30-34",19844,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-04-01,"35-39",18578,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-04-01,"40-44",14968,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-04-01,"45-49",12104,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-04-01,"50-54",10525,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-04-01,"55-59",9256,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-04-01,"60-64",5721,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-04-01,"65+",5323,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-05-01,"18-24",10797,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-05-01,"25-29",19884,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-05-01,"30-34",19587,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
"California",2019-05-01,"35-39",18361,NA,"https://www.cdcr.ca.gov/research/wp-content/uploads/sites/174/2021/11/201912_DataPoints.pdf"
