"State","Date","Age.Group","Number","Percent","Source"
"Michigan",2019-12-31,"20-24",3269,NA,"https://www.michigan.gov/documents/corrections/MDOC_2019_Statistical_Report_717026_7.pdf"
"Michigan",2019-12-31,"25-29",5922,NA,"https://www.michigan.gov/documents/corrections/MDOC_2019_Statistical_Report_717026_7.pdf"
"Michigan",2019-12-31,"30-34",5617,NA,"https://www.michigan.gov/documents/corrections/MDOC_2019_Statistical_Report_717026_7.pdf"
"Michigan",2019-12-31,"35-39",5173,NA,"https://www.michigan.gov/documents/corrections/MDOC_2019_Statistical_Report_717026_7.pdf"
"Michigan",2019-12-31,"40-44",4503,NA,"https://www.michigan.gov/documents/corrections/MDOC_2019_Statistical_Report_717026_7.pdf"
"Michigan",2019-12-31,"45-49",3884,NA,"https://www.michigan.gov/documents/corrections/MDOC_2019_Statistical_Report_717026_7.pdf"
"Michigan",2019-12-31,"50-54",3274,NA,"https://www.michigan.gov/documents/corrections/MDOC_2019_Statistical_Report_717026_7.pdf"
"Michigan",2019-12-31,"55-59",2576,NA,"https://www.michigan.gov/documents/corrections/MDOC_2019_Statistical_Report_717026_7.pdf"
"Michigan",2019-12-31,"60-64",1658,NA,"https://www.michigan.gov/documents/corrections/MDOC_2019_Statistical_Report_717026_7.pdf"
"Michigan",2019-12-31,"65-69",991,NA,"https://www.michigan.gov/documents/corrections/MDOC_2019_Statistical_Report_717026_7.pdf"
"Michigan",2019-12-31,"70-74",499,NA,"https://www.michigan.gov/documents/corrections/MDOC_2019_Statistical_Report_717026_7.pdf"
"Michigan",2019-12-31,"75-79",202,NA,"https://www.michigan.gov/documents/corrections/MDOC_2019_Statistical_Report_717026_7.pdf"
"Michigan",2019-12-31,"80+",75,NA,"https://www.michigan.gov/documents/corrections/MDOC_2019_Statistical_Report_717026_7.pdf"
"Michigan",2018-12-31,"19 and under",439,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
"Michigan",2018-12-31,"20-24",3702,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
"Michigan",2018-12-31,"25-29",6206,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
"Michigan",2018-12-31,"30-34",5513,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
"Michigan",2018-12-31,"35-39",5263,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
"Michigan",2018-12-31,"40-44",4423,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
"Michigan",2018-12-31,"45-49",4050,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
"Michigan",2018-12-31,"50-54",3340,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
"Michigan",2018-12-31,"55-59",2496,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
"Michigan",2018-12-31,"60-64",1664,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
"Michigan",2018-12-31,"65-69",910,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
"Michigan",2018-12-31,"70-74",493,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
"Michigan",2018-12-31,"75-79",185,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
"Michigan",2018-12-31,"80+",65,NA,"https://www.michigan.gov/documents/corrections/MDOC_2018_Statistical_Report_-_2019.07.18_662129_7.pdf"
